driver_id,total_deliveries,failure_rate,late_rate,incidents_per_100,complaints_per_100,mean_override_intensity,mean_rating_received,base_zone,employment_type,years_experience,training_score,driver_rating,active_flag,training_score_missing
D026,11,0.0,0.6363636363636364,45.45454545454545,9.090909090909092,0.10276018046656424,4.079090909090909,North,PartTime,4,84.9,3.15,0,0
D027,6,0.16666666666666666,0.5,33.33333333333333,33.33333333333333,0.2221006267281909,3.6449999999999996,Airport,PartTime,12,74.3,3.7,1,0
D028,7,0.14285714285714285,0.5714285714285714,0.0,14.285714285714285,0.12090200455266578,3.5371428571428574,North,FullTime,11,83.0,4.07,1,0
D029,1,0.0,0.0,0.0,0.0,0.0,3.98,East,Contract,2,70.2,3.84,1,0
D030,7,0.14285714285714285,0.2857142857142857,14.285714285714285,14.285714285714285,0.06734180242351397,4.312857142857142,Central,FullTime,7,74.0,4.56,1,0
D031,6,0.0,0.3333333333333333,33.33333333333333,33.33333333333333,0.04534293426342343,4.116666666666666,North,FullTime,10,91.5,4.03,1,0
D032,4,0.0,0.25,50.0,25.0,0.1242420450024711,4.245,East,PartTime,6,81.5,3.99,1,0
D033,7,0.0,0.5714285714285714,0.0,14.285714285714285,0.12921479829312088,3.947142857142857,South,PartTime,9,59.8,4.05,1,0
D034,6,0.0,0.5,33.33333333333333,16.666666666666664,0.03211232971889256,3.876666666666667,West,FullTime,11,71.3,4.27,1,0
D035,2,0.0,0.0,0.0,0.0,0.014184397163120567,5.0,Central,FullTime,5,66.2,3.71,0,0
D036,9,0.2222222222222222,0.375,22.22222222222222,22.22222222222222,0.07969671004878226,4.337777777777777,Airport,PartTime,9,79.3,4.69,1,0
D037,8,0.0,0.2857142857142857,50.0,12.5,0.03311011904761905,4.07125,North,PartTime,7,63.9,4.67,1,0
D038,6,0.16666666666666666,0.25,16.666666666666664,16.666666666666664,0.07412562691942291,3.522,South,FullTime,5,67.4,3.72,1,0
D039,9,0.1111111111111111,0.2222222222222222,66.66666666666666,11.11111111111111,0.13567877394693037,4.287777777777778,Airport,Contract,7,86.1,4.06,1,0
D040,2,0.0,0.5,0.0,0.0,0.17857142857142858,4.215,Riverside,FullTime,7,55.6,4.4,1,0
D041,4,0.25,0.75,25.0,25.0,0.03834355828220859,3.7675,East,PartTime,3,88.2,3.67,1,0
D042,3,0.3333333333333333,0.3333333333333333,33.33333333333333,66.66666666666666,0.24035537105149876,4.013333333333333,North,FullTime,9,70.5,3.37,1,0
D043,4,0.0,0.75,25.0,50.0,0.0897232000174947,3.955,North,FullTime,13,80.3,4.6,0,0
D044,3,0.0,0.3333333333333333,0.0,33.33333333333333,0.08480387724080318,4.38,Airport,FullTime,11,79.4,4.05,1,0
D045,9,0.0,0.1111111111111111,11.11111111111111,33.33333333333333,0.020968954214355,4.25,North,FullTime,2,59.6,4.12,1,0
D046,6,0.16666666666666666,0.3333333333333333,33.33333333333333,0.0,0.12320123289176459,4.125,South,FullTime,5,82.2,4.06,1,0
D047,5,0.0,0.2,0.0,20.0,0.02707938689804242,4.106,South,FullTime,7,64.6,4.7,1,0
D048,3,0.3333333333333333,0.6666666666666666,33.33333333333333,0.0,0.048470889176362685,3.8800000000000003,East,FullTime,7,76.3,3.45,1,0
D049,10,0.2,0.5,10.0,30.0,0.02956017851494499,3.761,Central,Contract,14,41.4,4.0,1,0
D050,7,0.0,0.5714285714285714,28.57142857142857,0.0,0.3970778081671475,3.6357142857142857,North,FullTime,6,87.4,3.9,1,0
D051,2,1.0,1.0,0.0,50.0,0.1350417186868065,3.18,West,FullTime,3,75.4,3.58,1,0
D052,8,0.125,0.5,12.5,0.0,0.0856162132926025,3.447142857142857,Riverside,FullTime,8,71.7,3.39,1,0
D053,7,0.14285714285714285,0.5714285714285714,28.57142857142857,0.0,0.07710405281422764,3.1371428571428575,West,FullTime,5,83.3,3.8,1,0
D054,7,0.0,0.2857142857142857,42.857142857142854,28.57142857142857,0.10229715028434008,4.1657142857142855,West,FullTime,3,80.1,4.32,1,0
D055,10,0.3,0.6,10.0,20.0,0.114434744644064,3.813,Central,FullTime,15,90.5,5.0,1,0
D056,7,0.0,0.42857142857142855,28.57142857142857,28.57142857142857,0.03143890364219467,3.9583333333333335,West,FullTime,12,74.6,4.45,1,0
D057,5,0.0,0.25,40.0,0.0,0.05309738509540991,3.876,West,FullTime,6,75.0,4.25,1,0
D058,4,0.25,0.75,25.0,50.0,0.025380710659898477,4.056666666666667,Airport,FullTime,9,82.7,4.27,1,0
D059,1,0.0,0.0,0.0,100.0,0.1953125,5.0,North,FullTime,7,82.8,4.22,1,0
D060,2,0.0,0.0,50.0,50.0,0.4694835680751174,4.1850000000000005,South,FullTime,4,76.0,4.49,1,0
D061,4,0.0,0.25,25.0,0.0,0.03071253071253071,4.61,Riverside,Contract,8,85.9,4.38,1,0
D062,3,0.3333333333333333,1.0,0.0,66.66666666666666,0.11169339955771451,3.823333333333333,South,FullTime,10,62.4,4.48,1,0
D063,3,0.6666666666666666,1.0,33.33333333333333,33.33333333333333,0.06988120195667366,2.373333333333333,North,PartTime,12,85.7,4.03,1,0
D064,4,0.0,0.25,25.0,0.0,0.012370113805047007,4.2325,South,PartTime,14,88.9,4.18,1,0
D065,2,0.0,0.0,50.0,0.0,0.0591715976331361,4.9350000000000005,Riverside,FullTime,14,59.6,4.02,1,0
D066,1,0.0,0.0,100.0,0.0,0.0477326968973747,4.56,South,PartTime,1,83.3,4.13,1,0
D067,6,0.0,0.16666666666666666,16.666666666666664,16.666666666666664,0.07412151426461679,4.12,West,FullTime,11,77.0,4.84,1,0
D068,5,0.0,0.6,0.0,60.0,0.07714874688929142,3.8840000000000003,Central,PartTime,10,83.9,3.99,1,0
D069,7,0.14285714285714285,0.42857142857142855,42.857142857142854,0.0,0.10784867936936689,3.9385714285714286,North,PartTime,2,61.5,5.0,0,0
D070,4,0.0,0.25,50.0,25.0,0.04580795021971493,4.155,South,FullTime,9,67.0,5.0,1,0
D071,7,0.0,0.2857142857142857,14.285714285714285,0.0,0.005368551028077521,3.9457142857142853,Central,PartTime,12,56.7,4.49,1,0
D072,2,0.0,0.0,0.0,0.0,0.07117437722419928,3.615,South,FullTime,10,75.8,4.47,1,0
D073,5,0.0,0.4,40.0,20.0,0.0963821078314208,4.018,East,FullTime,11,76.9,4.58,1,0
D074,6,0.0,0.5,33.33333333333333,50.0,0.48452806234679646,3.7340000000000004,Central,FullTime,12,79.5,4.61,1,0
D075,5,0.2,0.6,20.0,40.0,0.19094888176487693,3.6159999999999997,Airport,FullTime,13,99.0,3.62,1,0
D076,4,0.25,1.0,25.0,0.0,0.059826492978455666,2.6725,East,FullTime,15,61.6,3.88,1,0
D077,7,0.14285714285714285,0.5,42.857142857142854,42.857142857142854,0.03723346800516086,3.682857142857143,South,FullTime,8,64.9,3.68,1,0
D078,6,0.3333333333333333,0.4,16.666666666666664,33.33333333333333,0.1259753462727661,3.3683333333333336,North,FullTime,11,73.7,4.28,1,0
D079,2,0.0,0.5,0.0,0.0,0.059329575793533075,3.615,South,PartTime,1,,4.48,1,1
D080,6,0.0,0.16666666666666666,33.33333333333333,16.666666666666664,0.06336501392304784,3.7550000000000003,Central,FullTime,11,,4.35,1,1
D081,2,0.0,0.5,50.0,50.0,0.0,4.6,Riverside,PartTime,1,82.0,4.78,1,0
D082,6,0.3333333333333333,0.6666666666666666,16.666666666666664,16.666666666666664,0.04119188286221989,4.0216666666666665,West,PartTime,14,74.1,4.63,1,0
D083,9,0.3333333333333333,0.5555555555555556,0.0,0.0,0.05732715386088665,3.9099999999999997,North,FullTime,12,80.8,4.16,1,0
D084,4,0.0,0.25,75.0,0.0,0.08321097738311596,3.535,Central,PartTime,2,47.2,3.99,1,0
D085,4,0.0,0.5,0.0,0.0,0.11346075931284733,3.4175,North,PartTime,9,84.5,4.11,0,0
D086,5,0.0,0.4,20.0,20.0,0.06379510912985702,3.682,North,PartTime,14,70.6,5.0,1,0
D087,12,0.16666666666666666,0.4166666666666667,50.0,33.33333333333333,0.1831383091575632,3.8249999999999997,North,Contract,13,73.3,4.43,1,0
D088,9,0.2222222222222222,0.4444444444444444,33.33333333333333,22.22222222222222,0.10280710737538867,3.8955555555555557,Riverside,Contract,4,84.3,4.17,1,0
D089,7,0.0,0.2857142857142857,14.285714285714285,14.285714285714285,0.06240821679133912,3.9899999999999998,Central,FullTime,2,71.1,4.57,1,0
D090,6,0.16666666666666666,0.5,33.33333333333333,16.666666666666664,0.11912461565906816,4.013333333333333,North,FullTime,8,58.0,3.78,1,0
D091,6,0.16666666666666666,0.6666666666666666,16.666666666666664,0.0,0.005579734404642339,3.1300000000000003,Riverside,FullTime,12,68.0,4.46,1,0
D092,5,0.6,0.6,20.0,40.0,0.02803083391730904,3.3760000000000003,East,FullTime,15,88.2,4.24,1,0
D093,6,0.0,0.5,16.666666666666664,16.666666666666664,0.024732777934592037,4.22,South,PartTime,12,75.2,4.43,1,0
D094,5,0.0,0.8,60.0,0.0,0.05017076568472717,3.62,Central,PartTime,6,60.8,4.48,0,0
D095,5,0.4,0.5,20.0,40.0,0.08792367494621015,3.2640000000000002,West,FullTime,12,99.0,3.15,1,0
D096,9,0.1111111111111111,0.3333333333333333,33.33333333333333,22.22222222222222,0.09568628681827414,3.6925,Central,FullTime,4,56.4,4.03,1,0
D097,7,0.14285714285714285,0.42857142857142855,28.57142857142857,28.57142857142857,0.03804682323178328,3.7142857142857144,West,FullTime,2,79.1,4.48,1,0
D098,5,0.0,0.6,40.0,20.0,0.4017562334156544,3.594,South,Contract,3,70.9,4.29,1,0
D099,8,0.125,0.375,25.0,25.0,0.0974073288060891,3.95625,North,Contract,10,82.7,3.48,1,0
D100,8,0.25,0.875,25.0,37.5,0.06236583920982676,3.34875,Central,FullTime,4,62.0,4.31,1,0
D101,5,0.2,0.6,20.0,0.0,0.05056890012642225,3.56,West,FullTime,8,75.6,4.48,1,0
D102,13,0.0,0.23076923076923078,23.076923076923077,15.384615384615385,0.034296983915051135,4.138461538461538,East,PartTime,10,67.6,4.62,1,0
D103,4,0.5,1.0,0.0,50.0,0.482439354858252,3.28,Central,FullTime,15,72.5,4.4,1,0
D104,7,0.5714285714285714,0.7142857142857143,14.285714285714285,14.285714285714285,0.16202533594484628,3.9285714285714284,West,FullTime,15,87.7,3.45,1,0
D105,7,0.14285714285714285,0.2857142857142857,42.857142857142854,42.857142857142854,0.18404665649793997,4.2057142857142855,Riverside,Contract,2,82.0,3.71,1,0
D106,4,0.25,0.75,25.0,0.0,0.2520706301768028,3.6325000000000003,Central,Contract,12,71.9,3.66,1,0
D107,4,0.25,1.0,0.0,0.0,0.09168456031355213,4.135,Riverside,FullTime,14,57.0,4.82,1,0
D108,11,0.2727272727272727,0.36363636363636365,36.36363636363637,18.181818181818183,0.07396697318548097,4.411818181818182,South,FullTime,10,70.6,4.33,1,0
D109,4,0.0,0.5,0.0,25.0,0.0,3.52,Central,Contract,14,68.1,3.94,1,0
D110,7,0.14285714285714285,0.42857142857142855,14.285714285714285,28.57142857142857,0.07899436536415273,4.286666666666666,Riverside,Contract,7,40.6,4.1,1,0
D111,4,0.5,0.75,50.0,0.0,0.03227312424783296,2.6375,Airport,FullTime,15,79.2,4.12,1,0
D112,2,0.0,0.5,100.0,50.0,0.46217872304828833,3.415,East,FullTime,14,79.1,4.51,1,0
D113,6,0.0,0.5,50.0,16.666666666666664,0.041615825536387215,3.8333333333333335,Airport,PartTime,8,70.5,4.47,1,0
D114,3,0.0,0.6666666666666666,0.0,33.33333333333333,0.15268457946467043,4.25,Central,FullTime,2,57.4,4.07,1,0
D115,3,0.3333333333333333,0.6666666666666666,33.33333333333333,33.33333333333333,0.2322145797223958,4.273333333333333,South,FullTime,11,69.5,4.77,1,0
D116,7,0.14285714285714285,0.42857142857142855,0.0,14.285714285714285,0.21166268892093368,3.652857142857143,Central,FullTime,4,58.2,4.19,1,0
D117,10,0.1,0.5,20.0,30.0,0.0801694680183288,3.8880000000000003,North,FullTime,1,71.1,3.93,1,0
D118,4,0.0,0.0,25.0,0.0,0.08889138408563516,4.6625,North,FullTime,1,80.6,4.88,1,0
D119,12,0.08333333333333333,0.3333333333333333,25.0,33.33333333333333,0.05795026428372927,4.0275,South,FullTime,5,56.0,3.55,1,0
D120,8,0.125,0.625,12.5,25.0,0.0645087007059994,3.85875,North,PartTime,3,76.9,3.72,1,0
D121,7,0.0,0.42857142857142855,28.57142857142857,0.0,0.06762396335462653,3.7885714285714287,Riverside,Contract,3,,4.97,1,1
D122,3,0.0,0.3333333333333333,0.0,0.0,0.04516711833785005,4.716666666666666,South,FullTime,2,63.5,4.29,1,0
D123,7,0.14285714285714285,0.2857142857142857,14.285714285714285,14.285714285714285,0.13216730743968938,3.6471428571428572,Riverside,FullTime,3,93.5,4.12,1,0
D124,4,0.0,0.5,0.0,25.0,0.09411319998953949,3.4125,North,FullTime,4,70.6,3.78,1,0
D125,8,0.0,0.42857142857142855,37.5,12.5,0.06720035799588851,4.345,North,PartTime,15,90.5,4.07,1,0
D126,5,0.0,0.0,40.0,40.0,0.07929443414870449,4.428,East,PartTime,9,69.7,4.1,1,0
D127,6,0.0,0.2,16.666666666666664,33.33333333333333,0.34253120026801226,4.1049999999999995,Central,FullTime,10,61.5,4.19,1,0
D128,4,0.0,1.0,25.0,25.0,0.027563395810363836,3.8475,Central,Contract,13,84.7,3.32,1,0
D129,9,0.1111111111111111,0.4444444444444444,33.33333333333333,22.22222222222222,0.14316708612593973,3.9000000000000004,North,FullTime,10,64.9,4.18,1,0
D130,8,0.125,0.375,0.0,12.5,0.11782567552055674,3.7985714285714285,West,FullTime,8,71.2,3.64,1,0
D131,9,0.3333333333333333,0.5555555555555556,11.11111111111111,22.22222222222222,0.2809219836727731,3.6555555555555554,South,FullTime,9,86.7,4.26,0,0
D132,4,0.5,0.75,75.0,0.0,0.07239399945389269,3.6375,South,Contract,8,77.6,4.2,1,0
D133,12,0.3333333333333333,0.5833333333333334,25.0,41.66666666666667,0.07894348545334116,3.4233333333333333,South,Contract,12,88.2,3.99,1,0
D134,6,0.0,0.5,16.666666666666664,33.33333333333333,0.16427679954407465,3.7560000000000002,South,PartTime,4,61.5,3.59,1,0
D135,10,0.2,0.5,20.0,10.0,0.07242155352938281,4.0,Riverside,PartTime,2,70.3,4.4,1,0
D136,4,0.0,0.5,50.0,50.0,0.08004793131187557,3.67,Airport,FullTime,4,89.5,3.99,1,0
D137,4,0.0,0.75,25.0,25.0,0.15451799454478232,3.1449999999999996,North,Contract,10,65.6,4.4,1,0
D138,4,0.0,0.5,0.0,25.0,0.0749207582156951,4.4375,Central,PartTime,11,69.2,4.61,1,0
D139,5,0.0,0.4,20.0,0.0,0.20488139906280742,4.0840000000000005,South,FullTime,10,71.4,4.99,1,0
D140,3,0.3333333333333333,0.3333333333333333,100.0,0.0,0.02442002442002442,3.4000000000000004,North,FullTime,7,80.1,3.92,1,0
D141,9,0.2222222222222222,0.6666666666666666,22.22222222222222,22.22222222222222,0.04268686459369404,2.9344444444444444,North,PartTime,14,71.4,3.44,1,0
D142,9,0.1111111111111111,0.5,22.22222222222222,0.0,0.07538529178494739,4.25375,Airport,FullTime,12,98.7,4.23,1,0
D143,5,0.4,0.6,40.0,40.0,0.1474259233666928,3.758,Central,FullTime,6,68.5,4.14,1,0
D144,5,0.4,0.8,0.0,40.0,0.23460801309648974,3.746,West,FullTime,6,85.0,3.83,1,0
D145,4,0.25,0.5,25.0,0.0,0.05913775468441865,3.52,North,FullTime,11,68.4,4.09,1,0
D146,8,0.125,0.375,50.0,25.0,0.04010401069570073,3.88375,Airport,Contract,1,,4.36,1,1
D147,2,0.5,0.5,0.0,0.0,0.02824858757062147,3.0999999999999996,West,FullTime,13,66.4,3.8,1,0
D148,2,0.0,0.5,0.0,50.0,0.026874496103198066,3.825,Central,PartTime,10,53.1,4.4,1,0
D149,4,0.0,0.75,0.0,25.0,0.34835098039890633,3.9675,Airport,FullTime,7,81.5,4.55,1,0
D150,6,0.0,0.16666666666666666,33.33333333333333,50.0,0.08592929972260584,4.216666666666667,East,FullTime,12,88.1,4.08,1,0
D151,4,0.0,0.5,25.0,25.0,0.095479555507606,3.8724999999999996,East,FullTime,2,71.3,4.69,1,0
D152,3,0.3333333333333333,0.3333333333333333,0.0,66.66666666666666,0.043162296516862875,4.323333333333333,North,PartTime,5,,4.06,1,1
D153,4,0.25,0.25,0.0,0.0,0.020436933861218573,3.71,East,FullTime,8,82.3,3.83,1,0
D154,7,0.0,0.6666666666666666,42.857142857142854,14.285714285714285,0.03578955565780446,3.9528571428571433,Airport,FullTime,4,67.0,4.35,1,0
D155,7,0.0,0.42857142857142855,14.285714285714285,42.857142857142854,0.009728099615740064,4.1971428571428575,Central,PartTime,6,69.5,3.98,1,0
D156,5,0.0,0.6,60.0,40.0,0.022316190921250777,3.5475,South,FullTime,14,84.5,3.62,1,0
D157,5,0.0,0.4,20.0,20.0,0.04734016986608881,4.164,South,FullTime,13,74.1,4.42,1,0
D158,6,0.16666666666666666,0.5,50.0,33.33333333333333,0.16843430118163125,3.8166666666666664,Central,FullTime,5,81.4,4.45,1,0
D159,3,0.0,0.3333333333333333,33.33333333333333,0.0,0.089126559714795,3.453333333333333,Airport,FullTime,11,68.6,4.18,1,0
D160,4,0.0,0.0,25.0,75.0,0.0745786437207692,4.16,East,FullTime,12,72.8,4.48,1,0
D161,2,0.0,1.0,0.0,50.0,0.0,4.1,North,FullTime,1,84.7,4.02,1,0
D162,5,0.0,0.8,0.0,20.0,0.07127660782564256,3.335,Riverside,Contract,11,69.0,4.62,1,0
D163,6,0.0,0.16666666666666666,16.666666666666664,16.666666666666664,0.04419868005102709,4.3500000000000005,Riverside,FullTime,11,78.2,4.5,0,0
D164,8,0.0,0.25,37.5,50.0,0.03435964373464374,4.3412500000000005,Central,FullTime,5,76.1,4.07,1,0
D165,6,0.3333333333333333,0.6666666666666666,0.0,50.0,0.10278063726897518,2.9766666666666666,North,PartTime,10,82.2,3.89,1,0
D166,7,0.0,0.42857142857142855,28.57142857142857,14.285714285714285,0.11988625961880765,3.935714285714286,West,PartTime,7,74.6,4.07,1,0
D167,4,0.25,0.6666666666666666,75.0,25.0,0.05285412262156448,4.3475,South,PartTime,12,75.3,4.64,1,0
D168,5,0.2,0.6,40.0,0.0,0.06151593980809185,3.65,North,FullTime,12,93.6,3.84,1,0
D169,2,0.0,0.5,50.0,0.0,0.11320754716981132,3.73,East,Contract,5,77.6,3.81,1,0
D170,4,0.5,0.75,50.0,25.0,0.11502100840336135,3.5075,West,FullTime,14,75.2,4.48,1,0
